Motif,Target,Constr,Result,Time (Sec.),N_Rival,Rivals
((*)(((*)).(*).)),((...)(((...)).(...).)),((...)??(...)??(...)??),undesignable,0.047,1,['((*)..(*)..(*)..)']
((*)(*).(...)..),((...)(...).(...)..),((...)(...)????????),undesignable,0.0029,1,['((*)(*)........)']
(..((.(*))(*)).),(..((.(...))(...)).),(?????(...)?(...)??),undesignable,7.3405,9,"['(.....(*).(*)..)', '(.(((.(*))(*))))', '(..(.((*))(*)).)', '(((.(.(*))(*))))', '((..(.(*))(*).))', '(.(.(.(*))(*)).)', '(...(.(*))(*)..)', '((....(*)((*))))', '(.....(*)((*)).)']"
((*)(...((*))).),((...)(...((...))).),((...)?????(...)???),undesignable,0.0177,1,['((*)....((*))..)']
(((*)((*)(*)).)),(((...)((...)(...)).)),(?(...)?(...)(...)???),undesignable,0.0749,1,['(.(*).(*)(*)...)']
(.((..(*))..).),(.((..(...))..).),(?????(...)?????),undesignable,0.0295,1,['(.....(*).....)']
(.(*)(((*)(*))).),(.(...)(((...)(...))).),(?(...)??(...)(...)???),undesignable,0.0123,1,['(.(*)..(*)(*)...)']
(..(...)...(*)),(..(...)...(...)),(??????????(...)),undesignable,1.2165,1,['(..........(*))']
(.(*)(.(...)).),(.(...)(.(...)).),(?(...)?????????),undesignable,0.4683,1,['(.(*).........)']
(((*)..)..(*)),(((...)..)..(...)),(?(...)?????(...)),undesignable,0.0016,1,['(.(*).....(*))']
((*).((*)(*).)),((...).((...)(...).)),((...)??(...)(...)??),undesignable,0.0017,1,['((*)..(*)(*)..)']
(..((*)..).(*)),(..((...)..).(...)),(???(...)????(...)),undesignable,0.0015,1,['(...(*)....(*))']
((*).((.(*)).)),((...).((.(...)).)),((...)????(...)???),undesignable,0.1173,4,"['((*)....(*)...)', '((*).(..(*)..))', '((*)..(((*).)))', '((*).((.(*))).)']"
(..((*)...)(*).),(..((...)...)(...).),(???(...)????(...)?),undesignable,0.0014,1,['(...(*)....(*).)']
(((*)).(...)),(((...)).(...)),(?(...)???????),undesignable,0.4018,1,['(((*))......)']
(((.(*)).)(*)(*)),(((.(...)).)(...)(...)),(???(...)???(...)(...)),undesignable,0.1765,4,"['(...(*)...(*)(*))', '((..(*)..)(*)(*))', '(.(((*).))(*)(*))', '(((.(*).))(*)(*))']"
(.(.(...)...)),(.(.(...)...)),(????????????),undesignable,1.1175,1,['(............)']
(((*)(.....).)),(((...)(.....).)),(?(...)?????????),undesignable,0.3002,1,['(((*)........))']
(.((...(*)).).),(.((...(...)).).),(??????(...)????),undesignable,0.0543,1,['(.(....(*)..).)']
((...((*)).)..),((...((...)).)..),(?????(...)?????),undesignable,0.6192,1,['(....((*))....)']
(.((*)(...(*)))),(.((...)(...(...)))),(??(...)????(...)??),undesignable,0.0455,1,['(..(*)....(*)..)']
(.(..(.....))),(.(..(.....))),(????????????),undesignable,0.0046,1,['(............)']
(.(*)(((*)(*)))),(.(...)(((...)(...)))),(?(...)??(...)(...)??),undesignable,0.0183,1,['(.(*)..(*)(*)..)']
(((*).)(..(*))),(((...).)(..(...))),(?(...)?????(...)?),undesignable,0.0458,1,['(.(*).....(*).)']
(...(.(*)(*))),(...(.(...)(...))),(?????(...)(...)?),undesignable,0.0017,1,['(.....(*)(*).)']
(((.(*))..)...),(((.(...))..)...),(???(...)???????),undesignable,0.0073,1,['(...(*).......)']
((*)..((*).(*).)),((...)..((...).(...).)),((...)???(...)?(...)??),undesignable,0.0045,1,['((*)...(*).(*)..)']
(((*).(...)(*))),(((...).(...)(...))),(?(...)??????(...)?),undesignable,1.3975,1,['(((*)......(*)))']
((*).(..(*)(*)).),((...).(..(...)(...)).),((...)????(...)(...)??),undesignable,0.0013,1,['((*)....(*)(*)..)']
(.(*)(*).((*)..)),(.(...)(...).((...)..)),(?(...)(...)??(...)???),undesignable,0.0018,1,['(.(*)(*)..(*)...)']
((..(((*)).))),((..(((...)).))),(?????(...)????),undesignable,0.1585,1,['((...((*))..))']
(.(((*)..)..).),(.(((...)..)..).),(???(...)???????),undesignable,0.043,1,['(.(.(*).....).)']
(((*)).(...).),(((...)).(...).),(?(...)????????),undesignable,1.0778,1,['(((*)).......)']
(.(((*).(*)))(*)),(.(((...).(...)))(...)),(???(...)?(...)??(...)),undesignable,0.0121,1,['(...(*).(*)..(*))']
((.(*)((*)...))),((.(...)((...)...))),(??(...)?(...)?????),undesignable,0.274,1,['((.(*).(*)....))']
(((*).(...))),(((...).(...))),(?(...)???????),undesignable,0.4474,1,['(((*)......))']
((.((*)((*)))).),((.((...)((...)))).),(???(...)?(...)????),undesignable,0.7307,8,"['(...(*).(*)....)', '(((((*)((*))))))', '(.(((*)((*)))).)', '(..((*)((*)))..)', '(((.(*)((*)))).)', '((..(*)((*)).).)', '((.((*))(*)..).)', '(...(*)((*))...)']"
((..(*).)((*).)),((..(...).)((...).)),(???(...)???(...)??),undesignable,7.0073,4,"['(...(*)...(*)..)', '((..(*).).(*)..)', '((..(*)..)(*)..)', '(...(*).(((*))))']"
(((..(..(*))))),(((..(..(...))))),(???????(...)???),undesignable,0.6026,1,['(((.....(*).)))']
(((.(.(*))).)),(((.(.(...))).)),(?????(...)????),undesignable,0.3689,11,"['(.....(*)....)', '((((..(*))).))', '(((.(.(*)).)))', '(((...(*).).))', '((.((.(*))).))', '((..(.(*))..))', '(((.(((*))))))', '(((.(.(*).))))', '((..(((*).))))', '((...((*))..))', '((....(*)...))']"
((.(*)(*))(*)(*).),((.(...)(...))(...)(...).),(??(...)(...)?(...)(...)?),undesignable,0.0025,1,['(..(*)(*).(*)(*).)']
(...((*).(*).).),(...((...).(...).).),(????(...)?(...)???),undesignable,0.0208,1,['(....(*).(*)...)']
(((...(*).)(*))),(((...(...).)(...))),(?????(...)??(...)?),undesignable,1.0569,1,['((....(*)..(*)))']
(.(...(*))(*)),(.(...(...))(...)),(?????(...)?(...)),undesignable,0.0017,1,['(.....(*).(*))']
((*)(.((*).)..)),((...)(.((...).)..)),((...)???(...)?????),undesignable,0.7485,1,['((*)...(*).....)']
(.(.((*)..))(*)),(.(.((...)..))(...)),(????(...)????(...)),undesignable,0.0085,1,['(....(*)....(*))']
(((...(*)).)(*)),(((...(...)).)(...)),(?????(...)???(...)),undesignable,0.0124,1,['(.....(*)...(*))']
((*)(....(*)).),((...)(....(...)).),((...)?????(...)??),undesignable,0.0016,1,['((*).....(*)..)']
((.(*)(*)).....),((.(...)(...)).....),(??(...)(...)??????),undesignable,0.0017,1,['(..(*)(*)......)']
((*).(.....)..),((...).(.....)..),((...)??????????),undesignable,0.0736,1,['((*)..........)']
(.(...).(*)..),(.(...).(...)..),(???????(...)??),undesignable,1.1805,1,['(.......(*)..)']
(.(*)(*)(..(*))),(.(...)(...)(..(...))),(?(...)(...)???(...)?),undesignable,0.0025,1,['(.(*)(*)...(*).)']
((.(.(.(*)))).),((.(.(.(...)))).),(??????(...)????),undesignable,21.4366,31,"['(......(*)....)', '((.(.(.(*))).))', '(..(.(.(*)))..)', '((.(.(.(*)).)))', '(....(.(*))...)', '((...(.(*))..))', '(.((.(.(*)).)))', '((.(.(((*))))))', '((.(.(.(*).))))', '((...(((*).))))', '(....(((*)..)))', '(.....((*))...)', '((.(..((*)).)))', '((.(...(*)..)))', '((....((*))..))', '(.((.(((*))))))', '(.((.(.(*).))))', '(..(.(((*)))).)', '(..(.(((*))).))', '(..(..((*)))..)', '(..(..((*))..))', '(...((((*)).)))', '(...((((*).))))', '(....(((*)))..)', '(....(.(*).)..)', '((...(((*))).))', '((...(.(*).).))', '(.((..((*)).)))', '(.((...(*)..)))', '(..(...(*).)..)', '(.((.(.(*)))).)']"
(.(*)..((*)(*))),(.(...)..((...)(...))),(?(...)???(...)(...)?),undesignable,0.0023,1,['(.(*)...(*)(*).)']
((.(*)(*).)...),((.(...)(...).)...),(??(...)(...)?????),undesignable,0.0012,1,['(..(*)(*).....)']
(.((*)(*).).(*).),(.((...)(...).).(...).),(??(...)(...)???(...)?),undesignable,0.0013,1,['(..(*)(*)...(*).)']
((((...)(*).))),((((...)(...).))),(???????(...)???),undesignable,2.0803,1,['(((.....(*).)))']
(....(...).(*)),(....(...).(...)),(??????????(...)),undesignable,0.3087,1,['(..........(*))']
(.(.((*)(*)..))),(.(.((...)(...)..))),(????(...)(...)????),undesignable,0.0098,1,['(....(*)(*)....)']
((...)....(*)),((...)....(...)),(?????????(...)),undesignable,0.0758,1,['(.........(*))']
((..(.(*).)).),((..(.(...).)).),(?????(...)????),undesignable,0.0389,1,['(...(.(*).)..)']
(..(.....)),(..(.....)),(?????????),undesignable,0.001,1,['(.........)']
((.(*)....)..),((.(...)....)..),(??(...)???????),undesignable,0.0188,1,['(..(*).......)']
(...(*)(..(*))),(...(...)(..(...))),(???(...)???(...)?),undesignable,0.0023,1,['(...(*)...(*).)']
((*)(((*).(*).))),((...)(((...).(...).))),((...)??(...)?(...)???),undesignable,0.0127,1,['((*)..(*).(*)...)']
(((*)(*).).(*)),(((...)(...).).(...)),(?(...)(...)???(...)),undesignable,0.0018,1,['(.(*)(*)...(*))']
((*).((*)(*))(*)),((...).((...)(...))(...)),((...)??(...)(...)?(...)),undesignable,0.0025,1,['((*)..(*)(*).(*))']
((*)((.(*))...)),((...)((.(...))...)),((...)???(...)?????),undesignable,0.0122,1,['((*)...(*).....)']
((*).(...(*).)),((...).(...(...).)),((...)?????(...)??),undesignable,0.0207,1,['((*).....(*)..)']
(((*)(*))(*)...),(((...)(...))(...)...),(?(...)(...)?(...)???),undesignable,0.0035,1,['(.(*)(*).(*)...)']
(..((*)....)(*)),(..((...)....)(...)),(???(...)?????(...)),undesignable,0.0017,1,['(...(*).....(*))']
(((*).(.....))),(((...).(.....))),(?(...)?????????),undesignable,0.3264,1,['(((*)........))']
(.(*).((*)(*)).),(.(...).((...)(...)).),(?(...)??(...)(...)??),undesignable,0.0017,1,['(.(*)..(*)(*)..)']
((*)(.....)),((...)(.....)),((...)???????),undesignable,0.0015,1,['((*).......)']
(..((*)......)),(..((...)......)),(???(...)???????),undesignable,0.0015,1,['(...(*).......)']
(...(((*).).)),(...(((...).).)),(?????(...)????),undesignable,0.0078,1,['(.....(*)....)']
(..(.(*)..).),(..(.(...)..).),(????(...)????),undesignable,9.5742,7,"['(....(*)....)', '(((.((*)).)))', '((.(((*))).))', '((.(.(*).).))', '((..((*))..))', '((...(*)...))', '(.(.((*)).).)']"
((.(.(*))....)),((.(.(...))....)),(????(...)??????),undesignable,1.2977,1,['((...(*).....))']
((...(...))..),((...(...))..),(????????????),undesignable,0.0186,1,['(............)']
((*)(...(*))...),((...)(...(...))...),((...)????(...)????),undesignable,0.0038,1,['((*)....(*)....)']
(.((...).(*)).),(.((...).(...)).),(????????(...)??),undesignable,1.8242,1,['(........(*)..)']
(.(*)(...)(*)..),(.(...)(...)(...)..),(?(...)?????(...)??),undesignable,0.0054,1,['(.(*).....(*)..)']
(((((...).)))),(((((...).)))),(????????????),undesignable,1.5053,1,['((((......))))']
((((*))..)....),((((...))..)....),(??(...)????????),undesignable,0.0769,1,['(.((*)).......)']
((*)((*)(....))),((...)((...)(....))),((...)?(...)???????),undesignable,0.7289,1,['((*).(*).......)']
(...(...)....),(...(...)....),(????????????),undesignable,0.181,1,['(............)']
(((*).(*)).(*)..),(((...).(...)).(...)..),(?(...)?(...)??(...)??),undesignable,0.0023,1,['(.(*).(*)..(*)..)']
(...((*)...)),(...((...)...)),(????(...)????),undesignable,0.0015,1,['(....(*)....)']
((.(*)(.(*)))(*)),((.(...)(.(...)))(...)),(??(...)??(...)??(...)),undesignable,0.2735,1,['(..(*)..(*)..(*))']
((...(*).)..(*)),((...(...).)..(...)),(????(...)????(...)),undesignable,0.0202,1,['(....(*)....(*))']
((*)((*)..).(*)),((...)((...)..).(...)),((...)?(...)????(...)),undesignable,0.0018,1,['((*).(*)....(*))']
(....((*).(*)).),(....((...).(...)).),(?????(...)?(...)??),undesignable,0.0295,1,['(.....(*).(*)..)']
(..(.(...(*)))),(..(.(...(...)))),(????????(...)??),undesignable,0.0074,1,['(........(*)..)']
((....((*)..))),((....((...)..))),(??????(...)????),undesignable,0.0116,1,['((.....(*)...))']
(..(.(..(*)))),(..(.(..(...)))),(???????(...)??),undesignable,0.0073,1,['(.......(*)..)']
(((*))(..(*)).),(((...))(..(...)).),(?(...)????(...)??),undesignable,0.3893,1,['(((*))...(*)..)']
(..(*)(....)),(..(...)(....)),(??(...)??????),undesignable,0.2936,1,['(..(*)......)']
(.((*).(*)).(*).),(.((...).(...)).(...).),(??(...)?(...)??(...)?),undesignable,0.0017,1,['(..(*).(*)..(*).)']
((.(*)..)(...)),((.(...)..)(...)),(??(...)????????),undesignable,1.8802,1,['(..(*)........)']
((.((*).)).),((.((...).)).),(???(...)????),undesignable,0.0379,5,"['(...(*)....)', '((.((*)).).)', '((.((*).).))', '((..(*)..).)', '(..((*).)..)']"
((.....)((*).)),((.....)((...).)),(????????(...)??),undesignable,0.0275,1,['(........(*)..)']
(...((*)..(*)).),(...((...)..(...)).),(????(...)??(...)??),undesignable,0.0293,1,['(....(*)..(*)..)']
(((.(*)))(...)),(((.(...)))(...)),(???(...)???????),undesignable,0.7856,1,['(((.(*))).....)']
((..(*)).(*)),((..(...)).(...)),(???(...)??(...)),undesignable,0.0016,1,['(...(*)..(*))']
(((*)).(...)(*)),(((...)).(...)(...)),(?(...)???????(...)),undesignable,1.3975,1,['(((*))......(*))']
(..(...)((*).)),(..(...)((...).)),(????????(...)??),undesignable,1.8314,1,['(........(*)..)']
(...(...)(*).),(...(...)(...).),(????????(...)?),undesignable,0.2993,1,['(........(*).)']
(.(*)(.(*)(*)(*))),(.(...)(.(...)(...)(...))),(?(...)??(...)(...)(...)?),undesignable,0.003,1,['(.(*)..(*)(*)(*).)']
(.((...)(*).).),(.((...)(...).).),(???????(...)???),undesignable,1.8177,1,['(.......(*)...)']
(.(.(*)(*).)...),(.(.(...)(...).)...),(???(...)(...)?????),undesignable,0.0144,1,['(...(*)(*).....)']
(.((*)....)...),(.((...)....)...),(??(...)????????),undesignable,0.0188,1,['(..(*)........)']
(.(...)......),(.(...)......),(????????????),undesignable,0.0439,1,['(............)']
((*)((...)..)),((...)((...)..)),((...)?????????),undesignable,0.0295,1,['((*).........)']
((*).(.(*)..(*))),((...).(.(...)..(...))),((...)???(...)??(...)?),undesignable,0.0018,1,['((*)...(*)..(*).)']
(((...).).),(((...).).),(?????????),undesignable,0.0177,1,['(.........)']
((*)((.....).)),((...)((.....).)),((...)??????????),undesignable,0.0075,1,['((*)..........)']
((*)...((*)..).),((...)...((...)..).),((...)????(...)????),undesignable,0.0013,1,['((*)....(*)....)']
(.(*)((*)(*)..)),(.(...)((...)(...)..)),(?(...)?(...)(...)???),undesignable,0.0024,1,['(.(*).(*)(*)...)']
(..(((*)(*)))(*)),(..(((...)(...)))(...)),(????(...)(...)??(...)),undesignable,0.0126,1,['(....(*)(*)..(*))']
((....)(.(*))),((....)(.(...))),(????????(...)?),undesignable,0.4887,1,['(......(.(*)))']
((...)(*).),((...)(...).),(?????(...)?),undesignable,0.0186,1,['(.....(*).)']
((*)(.((*)(*))).),((...)(.((...)(...))).),((...)???(...)(...)???),undesignable,0.013,1,['((*)...(*)(*)...)']
(((*)....)..),(((...)....)..),(?(...)???????),undesignable,0.0015,1,['(.(*).......)']
(.(...((*)))..),(.(...((...)))..),(??????(...)????),undesignable,1.4743,1,['(.....((*))...)']
((*)(.(*)...(*))),((...)(.(...)...(...))),((...)??(...)???(...)?),undesignable,0.0032,1,['((*)..(*)...(*).)']
(((*).((*)(*)))),(((...).((...)(...)))),(?(...)??(...)(...)??),undesignable,0.0711,1,['(.(*)..(*)(*)..)']
((*)(.(*)...)..),((...)(.(...)...)..),((...)??(...)??????),undesignable,0.0204,1,['((*)..(*)......)']
(.(...)((*).).),(.(...)((...).).),(???????(...)???),undesignable,1.8343,1,['(.......(*)...)']
(.((...).).),(.((...).).),(??????????),undesignable,0.1015,1,['(.(......).)']
((.((*)...))..),((.((...)...))..),(???(...)???????),undesignable,0.0076,1,['(...(*).......)']
((*)((*)(*)(*))),((...)((...)(...)(...))),((...)?(...)(...)(...)?),undesignable,0.0038,1,['((*).(*)(*)(*).)']
((((*)(*).)(*).)),((((...)(...).)(...).)),(??(...)(...)??(...)??),undesignable,0.0482,1,['(..(*)(*)..(*)..)']
(((....).).(*)),(((....).).(...)),(??????????(...)),undesignable,0.4632,2,"['(..........(*))', '(.(....)...(*))']"
((...)..(*)),((...)..(...)),(???????(...)),undesignable,0.0731,1,['(.......(*))']
((*)(...(*)(*).)),((...)(...(...)(...).)),((...)????(...)(...)??),undesignable,0.0017,1,['((*)....(*)(*)..)']
(..((*)(.(*).))),(..((...)(.(...).))),(???(...)??(...)???),undesignable,0.2136,1,['(...(*)(.(*).).)']
((...)(*)((*).)),((...)(...)((...).)),(?????(...)?(...)??),undesignable,0.7151,1,['(.....(*).(*)..)']
(((*)..)(*).(*)),(((...)..)(...).(...)),(?(...)???(...)?(...)),undesignable,0.0025,1,['(.(*)...(*).(*))']
((......)((*))),((......)((...))),(?????????(...)?),undesignable,3.8721,1,['(........((*)))']
(.(*)((*).(*).).),(.(...)((...).(...).).),(?(...)?(...)?(...)???),undesignable,0.0016,1,['(.(*).(*).(*)...)']
(.(*).((.(*)).)),(.(...).((.(...)).)),(?(...)????(...)???),undesignable,2.6096,5,"['(.(*)....(*)...)', '(.(*).(..(*)..))', '(.(*)..(((*).)))', '(((*)).(((*).)))', '(.(*).((.(*))).)']"
(..(.(...)).),(..(.(...)).),(???????????),undesignable,0.2792,1,['(...........)']
((((*)...)..)),((((...)...)..)),(??(...)???????),undesignable,0.0902,1,['((.(*)......))']
((...)...),((...)...),(????????),undesignable,0.0031,1,['(........)']
(..((*)(*))....),(..((...)(...))....),(???(...)(...)?????),undesignable,0.1189,1,['(...(*)(*).....)']
((...)((*)..)),((...)((...)..)),(??????(...)???),undesignable,0.1125,1,['(......(*)...)']
(...(...)..(*)),(...(...)..(...)),(??????????(...)),undesignable,1.24,1,['(..........(*))']
(.(((*))..)...),(.(((...))..)...),(???(...)???????),undesignable,2.1684,1,['(..((*))......)']
((...(*))....),((...(...))....),(????(...)?????),undesignable,0.0015,1,['(....(*).....)']
((*)(((*)..).).),((...)(((...)..).).),((...)??(...)??????),undesignable,0.008,1,['((*)..(*)......)']
((*).(((*)(*))).),((...).(((...)(...))).),((...)???(...)(...)???),undesignable,0.0087,1,['((*)...(*)(*)...)']
((((*))....)..),((((...))....)..),(??(...)????????),undesignable,0.0759,1,['(.((*)).......)']
(((*)(*)((*)))..),(((...)(...)((...)))..),(?(...)(...)?(...)????),undesignable,0.7273,1,['(.(*)(*)((*))...)']
(((*)..(*).)...),(((...)..(...).)...),(?(...)??(...)?????),undesignable,0.0014,1,['(.(*)..(*).....)']
((...((*).))..),((...((...).))..),(?????(...)?????),undesignable,0.0078,1,['(.....(*).....)']
((.....).(*)(*)),((.....).(...)(...)),(????????(...)(...)),undesignable,0.001,1,['(........(*)(*))']
(.(...)...),(.(...)...),(?????????),undesignable,0.0446,1,['(.........)']
(.(((*)...)..)),(.(((...)...)..)),(???(...)???????),undesignable,0.0075,1,['(...(*).......)']
(..(.((*)...))),(..(.((...)...))),(?????(...)?????),undesignable,0.0076,1,['(.....(*).....)']
(.((....(*)).)),(.((....(...)).)),(???????(...)???),undesignable,0.8784,10,"['(.......(*)...)', '((.(....(*)).))', '(.(.....(*)..))', '(..(....(*))..)', '(.(....((*)).))', '(((.....(*))).)', '((......(*)..))', '((.....((*)).))', '(......((*))..)', '(.((....(*))).)']"
((..(*))..(*)),((..(...))..(...)),(???(...)???(...)),undesignable,0.0021,1,['(...(*)...(*))']
((.(...))...),((.(...))...),(???????????),undesignable,0.0176,1,['(...........)']
(....((*)((*)))),(....((...)((...)))),(?????(...)?(...)??),undesignable,0.0466,1,['(.....(*)((*)).)']
((*)(...)((*)).),((...)(...)((...)).),((...)??????(...)??),undesignable,0.5883,1,['((*).....((*)).)']
(..((...).).),(..((...).).),(???????????),undesignable,0.278,1,['(...........)']
(.....(.(*)..)),(.....(.(...)..)),(???????(...)???),undesignable,0.0188,1,['(.......(*)...)']
(((*).....)(*)),(((...).....)(...)),(?(...)??????(...)),undesignable,0.0023,1,['(.(*)......(*))']
(..((*))(...)),(..((...))(...)),(???(...)??????),undesignable,4.4866,1,['(..((*)).....)']
((...).((*))(*)),((...).((...))(...)),(???????(...)?(...)),undesignable,1.3408,1,['(......((*))(*))']
(...((*)..).),(...((...)..).),(????(...)????),undesignable,0.0189,1,['(....(*)....)']
((...(*))...),((...(...))...),(????(...)????),undesignable,0.0016,1,['(....(*)....)']
(..(...).),(..(...).),(????????),undesignable,0.0438,1,['(........)']
((*)(((*))(*))),((...)(((...))(...))),((...)??(...)?(...)?),undesignable,0.0181,1,['((*)..(*).(*).)']
(..((*)((*)..))),(..((...)((...)..))),(???(...)?(...)????),undesignable,0.0465,1,['(...(*).(*)....)']
(.(*)(...)...),(.(...)(...)...),(?(...)????????),undesignable,0.304,1,['(.(*)........)']
(((.(*))((*))).),(((.(...))((...))).),(???(...)??(...)???),undesignable,3.5167,21,"['(...(*)..(*)...)', '(((.(*))((*)).))', '((.((*))((*))).)', '((..(*).((*))).)', '(.(.(*))((*))..)', '(((((*)))(*).).)', '(((((*)).(*))).)', '(((.(*)))(*)...)', '(((.(*)..(*))).)', '(((((*))((*)))))', '(((.(*).((*)))))', '((.((*))((*)).))', '((..(*)(((*)))))', '((..(*).((*)).))', '(.(((*))((*))).)', '(.(((*))((*)).))', '(.(((*).((*)))))', '(.(.(*)(((*)))))', '(.(.(*).((*))).)', '(..((*))((*))..)', '(...(*)(((*))).)']"
((....)((*)..)),((....)((...)..)),(???????(...)???),undesignable,0.4528,1,['(.......(*)...)']
((.((*)....))),((.((...)....))),(???(...)??????),undesignable,0.0914,5,"['(...(*)......)', '(.(((*)....)))', '(((((*))...)))', '((..(*).....))', '(((.(*)....)))']"
((....(...))),((....(...))),(???????????),undesignable,0.005,1,['(...........)']
((((*).(*))(*)).),((((...).(...))(...)).),(??(...)?(...)?(...)??),undesignable,0.0721,1,['(..(*).(*).(*)..)']
((*).(.(*).(*))),((...).(.(...).(...))),((...)???(...)?(...)?),undesignable,0.0017,1,['((*)...(*).(*).)']
((...)(((*)))),((...)(((...)))),(???????(...)??),undesignable,0.7104,1,['(.....(((*))))']
((..(*)(*)..)..),((..(...)(...)..)..),(???(...)(...)?????),undesignable,0.0013,1,['(...(*)(*).....)']
(((.....)..)),(((.....)..)),(???????????),undesignable,0.0227,1,['((.........))']
((...).(..(*))),((...).(..(...))),(?????????(...)?),undesignable,0.463,1,['(.........(*).)']
((.(*)..(*))..),((.(...)..(...))..),(??(...)??(...)???),undesignable,0.0016,1,['(..(*)..(*)...)']
(..(.((*))..).),(..(.((...))..).),(?????(...)?????),undesignable,153.0556,32,"['(.....(*).....)', '(.((.((*))..)))', '(..((((*)).)).)', '(..((((*).))).)', '(((((((*)))))))', '((((.((*))))).)', '((((.((*)))).))', '((((.((*))).)))', '((((.((*)).))))', '(((.(((*))))).)', '(((.(((*))).)))', '(((..((*)).)).)', '(((..((*))..)))', '((.((((*)))).))', '((.((((*)).))))', '((.(.((*))).).)', '((.(.((*)).).))', '((..(((*))).).)', '((..(((*)))..))', '((...((*))..).)', '((...((*))...))', '(.(((((*))))).)', '(.(((((*))).)))', '(.(((((*)).))))', '(.((.((*))))..)', '(.((.((*)).)).)', '(.(.(((*))).).)', '(.(..((*))..).)', '(..((((*))))..)', '(..(.((*)).)..)', '(...(((*)))...)', '(....((*))....)']"
(.(*)...(...).),(.(...)...(...).),(?(...)?????????),undesignable,1.2606,1,['(.(*).........)']
